model_type,table,regression,set_id,reasoning_combo,variant,threshold_tuning,dataset_size,F0.5_mean,F0.5_std,ROC-AUC_mean,ROC-AUC_std,PR-AUC_mean,PR-AUC_std,Prec_mean,Prec_std,Rec_mean,Rec_std,Acc_mean,Acc_std
logistic,Table 2,LLM Engineered + Reasoning,set_09,A+B,,train,4400,0.23785514397441018,0.025911330321776872,0.6961013618261982,0.03841302713908163,0.20212849399678529,0.028612759047931723,0.24757481242092866,0.030542514238310958,0.2096835443037975,0.030026693246552223,0.8706818181818182,0.009968960090664267
logistic,Table 2,LLM Engineered + Reasoning,set_09,A+E,,train,4400,0.2528134991538967,0.031791379765230235,0.7104749548625926,0.04385261735898473,0.214891687283238,0.041055793574062784,0.2567646019618544,0.032935567529723,0.2399367088607595,0.03512082288284193,0.8688636363636363,0.007826897889873893
logistic,Table 2,LLM Engineered + Reasoning,set_09,B+E,,train,4400,0.21728084761823857,0.02182327845617486,0.6621426373925394,0.04290677816903047,0.17253591262195572,0.01806342461853753,0.20898398113091346,0.026202939946706423,0.262626582278481,0.004902919090345379,0.8422727272727272,0.014434949552909495
logistic,Table 2,LLM Engineered + Reasoning,set_09,A+B+E,,train,4400,0.2427162543549987,0.05356026748706296,0.7040022940074906,0.04289338027143834,0.20913867661097857,0.0393149149681109,0.26327441077441077,0.03598871836162588,0.20199367088607595,0.0741584468847067,0.8793181818181818,0.009186992241548977
logistic,Table 2,LLM Engineered Only,set_10,,,train,4400,0.21835522427560394,0.05312004567627659,0.669793319194559,0.035125140118652885,0.19176670963214287,0.033435952219442976,0.23452966916550205,0.05836524104071381,0.1865506329113924,0.07563291139240506,0.871590909090909,0.017293647617951647
logistic,Table 2,LLM Engineered + Reasoning,set_10,A,,train,4400,0.2691750270662404,0.08949879082763389,0.6983943704911977,0.04330212451732754,0.2277783206789088,0.05450655597106074,0.3029409133957698,0.09617700433598178,0.18667721518987343,0.06877510612074375,0.8893181818181818,0.00843056226863245
logistic,Table 2,LLM Engineered + Reasoning,set_10,B,,train,4400,0.2136131657749583,0.04476714549719533,0.6652244401035494,0.036154575063690346,0.19036104494347827,0.03392399493254571,0.22151653838152696,0.04820825523599237,0.18920886075949367,0.041175300651635854,0.8663636363636364,0.010528395292636787
logistic,Table 2,LLM Engineered + Reasoning,set_10,E,,train,4400,0.22874361246408798,0.04685008204604006,0.678949619838335,0.042781038980137895,0.19525788424488094,0.036129343898224524,0.25629491233112967,0.059072848097254556,0.16661392405063288,0.03403774872707222,0.8793181818181818,0.013434106096483319
logistic,Table 2,LLM Engineered + Reasoning,set_10,A+B,,train,4400,0.22997108832238036,0.0789734405637596,0.6957628695686957,0.03688548903800935,0.2232116818845719,0.04828806217646933,0.27409039255824486,0.08403921233303478,0.1539240506329114,0.08383379074357446,0.8886363636363637,0.00911927393079039
logistic,Table 2,LLM Engineered + Reasoning,set_10,A+E,,train,4400,0.24958053372925101,0.1149688956216269,0.7122922717005247,0.04066050180393899,0.24085962177293402,0.05518342418153429,0.29756521416631565,0.11024262915886736,0.16398734177215188,0.09263721488234015,0.8961363636363636,0.004040088371507068
