track,feature_set_id,feature_set_label,route_group,grouping_spec_id,grouping_spec_label,evaluator_model,outer_split_id,repeat_index,fold_index,precision,recall,pr_auc,f0_5,threshold,original_feature_count,grouped_feature_count,final_model_feature_count
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_07_fold_02,7,2,0.21052631578947367,0.12121212121212122,0.1487927563349129,0.1834862385321101,0.24000000000000005,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_07_fold_02,7,2,0.20689655172413793,0.09090909090909091,0.1482690801261693,0.16483516483516483,0.7700000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_07_fold_03,7,3,0.2872340425531915,0.20454545454545456,0.1891586588014245,0.265748031496063,0.22000000000000003,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_07_fold_03,7,3,0.24203821656050956,0.2878787878787879,0.19758224002426483,0.25,0.6600000000000001,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_08_fold_01,8,1,0.24691358024691357,0.15151515151515152,0.17690954624929014,0.21929824561403508,0.21000000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_08_fold_01,8,1,0.2682926829268293,0.08333333333333333,0.17928099535867476,0.1858108108108108,0.7800000000000001,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_08_fold_02,8,2,0.19672131147540983,0.09090909090909091,0.15781304941501698,0.1595744680851064,0.29000000000000004,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_08_fold_02,8,2,0.2073170731707317,0.12878787878787878,0.16007209447826198,0.18478260869565216,0.7200000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_08_fold_03,8,3,0.296875,0.14393939393939395,0.17221109312442628,0.24484536082474226,0.29000000000000004,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_08_fold_03,8,3,0.17993079584775087,0.3939393939393939,0.17392965893821616,0.20186335403726707,0.5700000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_09_fold_01,9,1,0.24489795918367346,0.09090909090909091,0.15239154909085056,0.18292682926829268,0.30000000000000004,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_09_fold_01,9,1,0.23214285714285715,0.09848484848484848,0.1572613234298331,0.18258426966292135,0.7700000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_09_fold_02,9,2,0.24193548387096775,0.22727272727272727,0.17868943458668543,0.23885350318471338,0.19,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_09_fold_02,9,2,0.2147239263803681,0.26515151515151514,0.18869510987517496,0.22321428571428573,0.6300000000000001,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_09_fold_03,9,3,0.26865671641791045,0.13636363636363635,0.1830211075260395,0.225,0.25000000000000006,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_09_fold_03,9,3,0.24742268041237114,0.18181818181818182,0.1796516634554546,0.23076923076923078,0.7100000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_10_fold_01,10,1,0.2465753424657534,0.13636363636363635,0.1593747242971067,0.21226415094339623,0.28,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_10_fold_01,10,1,0.22784810126582278,0.13636363636363635,0.15194646793807698,0.20089285714285715,0.7500000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_10_fold_02,10,2,0.16279069767441862,0.05303030303030303,0.13643356995147005,0.11513157894736842,0.4700000000000001,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_10_fold_02,10,2,0.19696969696969696,0.09848484848484848,0.15251806048939498,0.16414141414141414,0.7100000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_10_fold_03,10,3,0.40476190476190477,0.12878787878787878,0.20716130281590953,0.2833333333333333,0.39000000000000007,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_10_fold_03,10,3,0.23728813559322035,0.3181818181818182,0.20974313129908417,0.25,0.6400000000000001,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_11_fold_01,11,1,0.23076923076923078,0.13636363636363635,0.16570793798501213,0.20270270270270271,0.25000000000000006,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_11_fold_01,11,1,0.25806451612903225,0.12121212121212122,0.17574406386853864,0.21052631578947367,0.7600000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_11_fold_02,11,2,0.20149253731343283,0.20454545454545456,0.16893476398377455,0.20209580838323354,0.17000000000000004,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_11_fold_02,11,2,0.20909090909090908,0.17424242424242425,0.17512307513649755,0.20104895104895104,0.6800000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_11_fold_03,11,3,0.19540229885057472,0.12878787878787878,0.16022641662447495,0.17708333333333334,0.22000000000000003,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_11_fold_03,11,3,0.2222222222222222,0.12121212121212122,0.16137012228217323,0.19047619047619047,0.7400000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_12_fold_01,12,1,0.24,0.13636363636363635,0.16030563652066293,0.20833333333333334,0.26000000000000006,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_12_fold_01,12,1,0.288135593220339,0.12878787878787878,0.16681678077997844,0.23097826086956522,0.8000000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_12_fold_02,12,2,0.14285714285714285,0.05303030303030303,0.1475922182785384,0.10670731707317073,0.26000000000000006,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_12_fold_02,12,2,0.18181818181818182,0.09090909090909091,0.14972592577817195,0.15151515151515152,0.7300000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_12_fold_03,12,3,0.2523364485981308,0.20454545454545456,0.19873384415690232,0.24107142857142858,0.2,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_12_fold_03,12,3,0.2073170731707317,0.38636363636363635,0.19951558980488532,0.22849462365591397,0.5900000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_13_fold_01,13,1,0.3055555555555556,0.16666666666666666,0.18522454739045846,0.2619047619047619,0.23000000000000004,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_13_fold_01,13,1,0.27848101265822783,0.16666666666666666,0.19405214034966262,0.24553571428571427,0.7200000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_13_fold_02,13,2,0.10869565217391304,0.03787878787878788,0.13296082510955043,0.07911392405063292,0.35000000000000003,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_13_fold_02,13,2,0.1810344827586207,0.1590909090909091,0.1353158600952866,0.1761744966442953,0.6600000000000001,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_13_fold_03,13,3,0.21348314606741572,0.14393939393939395,0.1693376708615577,0.19467213114754098,0.23000000000000004,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_13_fold_03,13,3,0.19298245614035087,0.25,0.17232512789525567,0.20220588235294118,0.6400000000000001,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_14_fold_01,14,1,0.22123893805309736,0.1893939393939394,0.17783835274958784,0.21404109589041095,0.18000000000000005,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_14_fold_01,14,1,0.2631578947368421,0.11363636363636363,0.16780358465557724,0.20833333333333334,0.7400000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_14_fold_02,14,2,0.25,0.18181818181818182,0.17395892983798728,0.23255813953488372,0.2,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_14_fold_02,14,2,0.2152777777777778,0.23484848484848486,0.17690727665387024,0.2189265536723164,0.6600000000000001,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_14_fold_03,14,3,0.205607476635514,0.16666666666666666,0.15462867567519165,0.19642857142857142,0.2,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_14_fold_03,14,3,0.23232323232323232,0.17424242424242425,0.16117994208049138,0.2178030303030303,0.7000000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_15_fold_01,15,1,0.21739130434782608,0.11363636363636363,0.15243140398062838,0.18382352941176472,0.25000000000000006,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_15_fold_01,15,1,0.21052631578947367,0.15151515151515152,0.1749895098069761,0.1953125,0.6800000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_15_fold_02,15,2,0.2032520325203252,0.1893939393939394,0.17773365559555762,0.20032051282051283,0.19,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_15_fold_02,15,2,0.20833333333333334,0.3787878787878788,0.18265113433868246,0.22893772893772893,0.6100000000000001,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_15_fold_03,15,3,0.1949685534591195,0.23484848484848486,0.1532934692068517,0.20182291666666666,0.17000000000000004,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_15_fold_03,15,3,0.26666666666666666,0.12121212121212122,0.15709039192288074,0.21505376344086022,0.7700000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_16_fold_01,16,1,0.19696969696969696,0.09848484848484848,0.15747021209466514,0.16414141414141414,0.25000000000000006,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_16_fold_01,16,1,0.2112676056338028,0.11363636363636363,0.1524638463872916,0.18028846153846154,0.7400000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_16_fold_02,16,2,0.34065934065934067,0.23484848484848486,0.20283233582429305,0.3125,0.2,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_16_fold_02,16,2,0.29,0.2196969696969697,0.21741977733649986,0.2725563909774436,0.6700000000000002,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,logistic,repeat_16_fold_03,16,3,0.18478260869565216,0.25757575757575757,0.1495957766338471,0.195852534562212,0.16000000000000003,29,29,29
benchmark,hq_benchmark,HQ,hq_benchmark,frozen_hq,Frozen HQ benchmark,xgb1,repeat_16_fold_03,16,3,0.171875,0.08333333333333333,0.14333329591775096,0.14175257731958762,0.7800000000000001,29,29,29
augmentation,hq_plus_a,HQ + A,raw_comparison,per_family_2,2 groups per family,logistic,repeat_01_fold_01,1,1,0.2907801418439716,0.3106060606060606,0.2248034962736978,0.29454022988505746,0.24000000000000005,5,5,34
augmentation,hq_plus_a,HQ + A,raw_comparison,per_family_2,2 groups per family,xgb1,repeat_01_fold_01,1,1,0.34558823529411764,0.3560606060606061,0.24164258667305183,0.34763313609467456,0.7400000000000002,5,5,34
augmentation,hq_plus_a,HQ + A,grouped_route,per_family_2,2 groups per family,logistic,repeat_01_fold_01,1,1,0.29523809523809524,0.23484848484848486,0.208339076427155,0.2807971014492754,0.27,5,2,31
augmentation,hq_plus_a,HQ + A,grouped_route,per_family_2,2 groups per family,xgb1,repeat_01_fold_01,1,1,0.35294117647058826,0.36363636363636365,0.24480146857422094,0.35502958579881655,0.7200000000000002,5,2,31
augmentation,hq_plus_a,HQ + A,raw_comparison,per_family_3,3 groups per family,logistic,repeat_01_fold_01,1,1,0.2907801418439716,0.3106060606060606,0.2248034962736978,0.29454022988505746,0.24000000000000005,5,5,34
augmentation,hq_plus_a,HQ + A,raw_comparison,per_family_3,3 groups per family,xgb1,repeat_01_fold_01,1,1,0.34558823529411764,0.3560606060606061,0.24164258667305183,0.34763313609467456,0.7400000000000002,5,5,34
augmentation,hq_plus_a,HQ + A,grouped_route,per_family_3,3 groups per family,logistic,repeat_01_fold_01,1,1,0.2847682119205298,0.32575757575757575,0.22398740647924212,0.2921195652173913,0.23000000000000004,5,3,32
augmentation,hq_plus_a,HQ + A,grouped_route,per_family_3,3 groups per family,xgb1,repeat_01_fold_01,1,1,0.35714285714285715,0.3409090909090909,0.2451167705657622,0.35377358490566035,0.7400000000000002,5,3,32
augmentation,hq_plus_f,HQ + F,raw_comparison,per_family_2,2 groups per family,logistic,repeat_01_fold_01,1,1,0.24752475247524752,0.1893939393939394,0.1814528188968434,0.2332089552238806,0.21000000000000002,6,6,35
augmentation,hq_plus_f,HQ + F,raw_comparison,per_family_2,2 groups per family,xgb1,repeat_01_fold_01,1,1,0.2602739726027397,0.14393939393939395,0.1899722611300831,0.2240566037735849,0.7100000000000002,6,6,35
augmentation,hq_plus_f,HQ + F,grouped_route,per_family_2,2 groups per family,logistic,repeat_01_fold_01,1,1,0.21476510067114093,0.24242424242424243,0.18067732424883934,0.21978021978021978,0.17000000000000004,6,2,31
augmentation,hq_plus_f,HQ + F,grouped_route,per_family_2,2 groups per family,xgb1,repeat_01_fold_01,1,1,0.25333333333333335,0.14393939393939395,0.1913080253037576,0.2199074074074074,0.7100000000000002,6,2,31
augmentation,hq_plus_f,HQ + F,raw_comparison,per_family_3,3 groups per family,logistic,repeat_01_fold_01,1,1,0.24752475247524752,0.1893939393939394,0.1814528188968434,0.2332089552238806,0.21000000000000002,6,6,35
augmentation,hq_plus_f,HQ + F,raw_comparison,per_family_3,3 groups per family,xgb1,repeat_01_fold_01,1,1,0.2602739726027397,0.14393939393939395,0.1899722611300831,0.2240566037735849,0.7100000000000002,6,6,35
augmentation,hq_plus_f,HQ + F,grouped_route,per_family_3,3 groups per family,logistic,repeat_01_fold_01,1,1,0.22666666666666666,0.25757575757575757,0.18072928834500146,0.23224043715846995,0.17000000000000004,6,3,32
augmentation,hq_plus_f,HQ + F,grouped_route,per_family_3,3 groups per family,xgb1,repeat_01_fold_01,1,1,0.2261904761904762,0.14393939393939395,0.1907981421963833,0.202991452991453,0.7000000000000002,6,3,32
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,raw_comparison,per_family_2,2 groups per family,logistic,repeat_01_fold_01,1,1,0.2982456140350877,0.25757575757575757,0.23770575905029528,0.2891156462585034,0.29000000000000004,15,15,44
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,raw_comparison,per_family_2,2 groups per family,xgb1,repeat_01_fold_01,1,1,0.352112676056338,0.3787878787878788,0.2439405163683415,0.35714285714285715,0.7200000000000002,15,15,44
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,grouped_route,per_family_2,2 groups per family,logistic,repeat_01_fold_01,1,1,0.34234234234234234,0.2878787878787879,0.22912310773318495,0.3298611111111111,0.28,15,10,39
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,grouped_route,per_family_2,2 groups per family,xgb1,repeat_01_fold_01,1,1,0.3484848484848485,0.3484848484848485,0.24609792397804223,0.3484848484848485,0.7200000000000002,15,10,39
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,raw_comparison,per_family_3,3 groups per family,logistic,repeat_01_fold_01,1,1,0.2982456140350877,0.25757575757575757,0.23770575905029528,0.2891156462585034,0.29000000000000004,15,15,44
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,raw_comparison,per_family_3,3 groups per family,xgb1,repeat_01_fold_01,1,1,0.352112676056338,0.3787878787878788,0.2439405163683415,0.35714285714285715,0.7200000000000002,15,15,44
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,grouped_route,per_family_3,3 groups per family,logistic,repeat_01_fold_01,1,1,0.3090909090909091,0.25757575757575757,0.23694761690614208,0.2972027972027972,0.29000000000000004,15,13,42
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,grouped_route,per_family_3,3 groups per family,xgb1,repeat_01_fold_01,1,1,0.36885245901639346,0.3409090909090909,0.24594887093618614,0.3629032258064516,0.7400000000000002,15,13,42
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,raw_comparison,per_family_2,2 groups per family,logistic,repeat_01_fold_01,1,1,0.3116883116883117,0.18181818181818182,0.19069448346419135,0.2727272727272727,0.29000000000000004,16,16,45
